Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_FISH901_EM_270.00,ELA_FISH901_EM_272.00,ELA_FISH901_EM_274.00,ELA_FISH901_EM_276.00,ELA_FISH901_EM_278.00,ELA_FISH901_EM_280.00,ELA_FISH901_EM_282.00,ELA_FISH901_EM_284.00,ELA_FISH901_EM_286.00,ELA_FISH901_EM_288.00,ELA_FISH901_EM_290.00,ELA_FISH901_EM_292.00,ELA_FISH901_EM_294.00,ELA_FISH901_EM_296.00,ELA_FISH901_EM_298.00,ELA_FISH901_EM_300.00,ELA_FISH901_EM_302.00,ELA_FISH901_EM_304.00,ELA_FISH901_EM_306.00,ELA_FISH901_EM_308.00,ELA_FISH901_EM_310.00,ELA_FISH901_EM_312.00,ELA_FISH901_EM_314.00,ELA_FISH901_EM_316.00,ELA_FISH901_EM_318.00,ELA_FISH901_EM_320.00,ELA_FISH901_EM_322.00,ELA_FISH901_EM_324.00,ELA_FISH901_EM_326.00,ELA_FISH901_EM_328.00,ELA_FISH901_EM_330.00,ELA_FISH901_EM_332.00,ELA_FISH901_EM_334.00,ELA_FISH901_EM_336.00,ELA_FISH901_EM_338.00,ELA_FISH901_EM_340.00,ELA_FISH901_EM_342.00,ELA_FISH901_EM_344.00,ELA_FISH901_EM_346.00,ELA_FISH901_EM_348.00,ELA_FISH901_EM_350.00,ELA_FISH901_EM_352.00,ELA_FISH901_EM_354.00,ELA_FISH901_EM_356.00,ELA_FISH901_EM_358.00,ELA_FISH901_EM_360.00,ELA_FISH901_EM_362.00,ELA_FISH901_EM_364.00,ELA_FISH901_EM_366.00,ELA_FISH901_EM_368.00,ELA_FISH901_EM_370.00,ELA_FISH901_EM_372.00,ELA_FISH901_EM_374.00,ELA_FISH901_EM_376.00,ELA_FISH901_EM_378.00,ELA_FISH901_EM_380.00,ELA_FISH901_EM_382.00,ELA_FISH901_EM_384.00,ELA_FISH901_EM_386.00,ELA_FISH901_EM_388.00,ELA_FISH901_EM_390.00,ELA_FISH901_EM_392.00,ELA_FISH901_EM_394.00,ELA_FISH901_EM_396.00,ELA_FISH901_EM_398.00,ELA_FISH901_EM_400.00,ELA_FISH901_EM_402.00,ELA_FISH901_EM_404.00,ELA_FISH901_EM_406.00,ELA_FISH901_EM_408.00,ELA_FISH901_EM_410.00,ELA_FISH901_EM_412.00,ELA_FISH901_EM_414.00,ELA_FISH901_EM_416.00,ELA_FISH901_EM_418.00,ELA_FISH901_EM_420.00,ELA_FISH901_EM_422.00,ELA_FISH901_EM_424.00,ELA_FISH901_EM_426.00,ELA_FISH901_EM_428.00,ELA_FISH901_EM_430.00,ELA_FISH901_EM_432.00,ELA_FISH901_EM_434.00,ELA_FISH901_EM_436.00,ELA_FISH901_EM_438.00,ELA_FISH901_EM_440.00,ELA_FISH901_EM_442.00,ELA_FISH901_EM_444.00,ELA_FISH901_EM_446.00,ELA_FISH901_EM_448.00,ELA_FISH901_EM_450.00,ELA_FISH901_EM_452.00,ELA_FISH901_EM_454.00,ELA_FISH901_EM_456.00,ELA_FISH901_EM_458.00,ELA_FISH901_EM_460.00,ELA_FISH901_EM_462.00,ELA_FISH901_EM_464.00,ELA_FISH901_EM_466.00,ELA_FISH901_EM_468.00,ELA_FISH901_EM_470.00,ELA_FISH901_EM_472.00,ELA_FISH901_EM_474.00,ELA_FISH901_EM_476.00,ELA_FISH901_EM_478.00,ELA_FISH901_EM_480.00,ELA_FISH901_EM_482.00,ELA_FISH901_EM_484.00,ELA_FISH901_EM_486.00,ELA_FISH901_EM_488.00,ELA_FISH901_EM_490.00,ELA_FISH901_EM_492.00,ELA_FISH901_EM_494.00,ELA_FISH901_EM_496.00,ELA_FISH901_EM_498.00,ELA_FISH901_EM_500.00,ELA_FISH901_EM_502.00,ELA_FISH901_EM_504.00,ELA_FISH901_EM_506.00,ELA_FISH901_EM_508.00,ELA_FISH901_EM_510.00,ELA_FISH901_EM_512.00,ELA_FISH901_EM_514.00,ELA_FISH901_EM_516.00,ELA_FISH901_EM_518.00,ELA_FISH901_EM_520.00,ELA_FISH901_EM_522.00,ELA_FISH901_EM_524.00,ELA_FISH901_EM_526.00,ELA_FISH901_EM_528.00,ELA_FISH901_EM_530.00,ELA_FISH901_EM_532.00,ELA_FISH901_EM_534.00,ELA_FISH901_EM_536.00,ELA_FISH901_EM_538.00,ELA_FISH901_EM_540.00,ELA_FISH901_EM_542.00,ELA_FISH901_EM_544.00,ELA_FISH901_EM_546.00,ELA_FISH901_EM_548.00,ELA_FISH901_EM_550.00,ELA_FISH901_EM_552.00,ELA_FISH901_EM_554.00,ELA_FISH901_EM_556.00,ELA_FISH901_EM_558.00,ELA_FISH901_EM_560.00,ELA_FISH901_EM_562.00,ELA_FISH901_EM_564.00,ELA_FISH901_EM_566.00,ELA_FISH901_EM_568.00,ELA_FISH901_EM_570.00,ELA_FISH901_EM_572.00,ELA_FISH901_EM_574.00,ELA_FISH901_EM_576.00,ELA_FISH901_EM_578.00,ELA_FISH901_EM_580.00,ELA_FISH901_EM_582.00,ELA_FISH901_EM_584.00,ELA_FISH901_EM_586.00,ELA_FISH901_EM_588.00,ELA_FISH901_EM_590.00,ELA_FISH901_EM_592.00,ELA_FISH901_EM_594.00,ELA_FISH901_EM_596.00,ELA_FISH901_EM_598.00,ELA_FISH901_EM_600.00
385.0700073,-0.142760441,-0.108591616,-0.0998642,-0.08293242,-0.114798941,-0.076640844,-0.175425291,-0.156875089,-0.217004299,-0.087064043,-0.10575179,-0.105969563,-0.063506387,-0.101862773,-0.152249143,-0.133770823,-0.138421386,-0.115561485,-0.161509469,-0.078157574,-0.110832699,-0.091461711,-0.106729418,-0.097714096,-0.102500379,-0.039710537,-0.111285307,-0.115560815,-0.056641191,-0.138631403,-0.050110258,-0.083513372,-0.048735999,-0.051750764,-0.014973864,-0.004919499,-0.074290022,0.04774721,-0.004192159,0.00356549,0.020140395,0.049781263,0.026638448,-0.006217778,0.176892206,0.189204708,0.216971532,0.280615807,0.267258406,0.363342881,0.495527148,0.62968719,0.858139455,1.233918905,3.700134993,21.666502,85.1546936,195.4270477,224.3036041,158.5153961,49.78305435,12.68555355,3.249788523,2.48780489,2.266334295,2.448044777,2.57559824,2.643442869,2.978355408,3.539556026,3.666359901,4.140398026,4.433463573,4.548830509,5.128284931,5.533586979,5.354840279,6.162331581,6.562482834,6.665032864,6.985816479,7.014581203,8.165885925,9.49198246,11.07932186,12.27482033,13.27537155,13.67282772,12.41764736,11.5631361,10.63080692,9.36753273,9.45688343,9.778971672,9.274902344,9.264127731,9.212461472,9.33599472,9.278002739,9.654236794,9.642827988,9.69521904,9.492977142,9.29437542,9.119464874,9.435948372,9.349987984,9.219005585,9.284173965,9.290325165,9.070351601,8.956205368,8.764194489,8.531503677,8.545749664,8.140285492,8.147851944,7.839354038,7.521845818,7.223656654,7.175772667,7.308291912,6.991719246,6.906640053,6.842673779,6.487380505,6.278543949,6.237777233,6.111968994,5.827554226,5.326654434,5.38368082,5.187164783,4.901875973,4.866076946,4.873762608,4.501217842,4.013778687,4.001398087,4.069457531,3.939720869,3.693389177,3.363115311,3.520214081,3.218810081,3.095828056,3.236336708,2.789445162,2.846389055,2.506007433,2.280863285,2.226289034,2.050251722,2.092118025,1.8723979,1.874611616,1.783060312,1.96074748,1.643367767,1.58011663,1.553236246,1.427381635,1.441560984,1.316724062,1.23724246,1.29488194
390,-0.09856984,-0.114172436,-0.106413707,-0.148112446,-0.069702752,-0.177296832,-0.13556315,-0.131617904,-0.148154944,-0.140058234,-0.066355705,-0.123748325,-0.095364936,-0.112168506,-0.144156143,-0.156271636,-0.144007742,-0.16445826,-0.062300123,-0.12339554,-0.152249143,-0.102998778,-0.136025906,-0.112227365,-0.108374797,-0.095943972,-0.071659222,-0.091971621,-0.079684593,-0.112012066,-0.070911624,-0.087863602,-0.047745854,-0.005585134,-0.042104855,-0.057979897,-0.016726643,-0.009756088,-0.038491823,0.05254887,-0.034551948,0.015551209,0.016797587,0.049629942,0.11315231,0.058564797,0.112826541,0.227274522,0.18632184,0.233743444,0.346249223,0.301760852,0.346995831,0.417464375,0.660989404,1.07858026,1.802904963,9.726546288,48.24889374,136.7761841,192.1587372,180.3563538,87.62177277,25.81373215,5.376444817,2.520937443,2.448271751,2.171810865,2.382610321,2.33692503,2.57814312,2.912758827,3.455607414,3.900154352,4.139350891,3.988811731,4.119102478,4.363976002,4.667898655,5.171655178,5.27621603,5.122007847,5.474963188,6.018433094,6.146225929,7.080143929,7.949338913,9.569932938,11.08127403,11.88999653,12.1794796,11.80271435,10.74214363,9.392889977,8.770985603,7.976699829,8.064620972,7.909056664,7.876587868,8.358283997,8.106620789,8.159286499,8.325500488,8.417141914,8.439202309,8.120224953,8.231240273,8.270262718,8.082904816,8.127133369,8.070471764,7.744149685,7.668869019,7.684260368,7.634407997,7.34369278,7.413357735,7.303060055,6.81944418,6.848018646,6.672618389,6.627093315,6.081376076,6.187246799,6.062015533,6.053854465,5.710490704,5.588080883,5.678140163,5.253376961,5.052512646,4.798306465,4.808055878,4.612163067,4.594754219,4.583098888,4.183076382,4.128833294,3.89317584,3.580331087,3.766547203,3.577062607,3.21138525,3.195942402,2.997504234,2.9491539,2.710068703,2.655768156,2.450587273,2.530314207,2.371774435,2.050566196,2.146573067,2.062330008,1.938828945,1.94524312,1.570170641,1.723604321,1.679230332,1.628894329,1.391712427,1.289825439,1.260019302,1.180752635,1.110202312,1.059817314
395.0700073,-0.105433844,-0.071232155,-0.123437651,-0.098308995,-0.13087523,-0.083830968,-0.126869172,-0.127173111,-0.110018671,-0.169849873,-0.141656816,-0.141608059,-0.117139742,-0.131306589,-0.095868036,-0.166369051,-0.145166814,-0.127525598,-0.109519884,-0.105715536,-0.152249143,-0.127092004,-0.113386884,-0.106752753,-0.145345375,-0.113936573,-0.10346356,-0.089008704,-0.100176841,-0.078459553,-0.056356207,-0.033539861,-0.075224802,-0.046373762,-0.084560983,-0.113107696,-0.049312979,-0.102781273,-0.058430023,-0.032858729,-0.064543381,-0.010841921,-0.011014193,-0.003153309,-0.001259089,0.011933818,0.116275504,0.085958675,0.026151538,0.104578182,0.166534647,0.224215433,0.191009209,0.335679054,0.414821267,0.459888875,0.56619221,0.762342334,1.156412721,3.033783197,19.64476204,84.04070282,181.2340546,206.060257,136.882782,47.3212471,10.69687462,2.77711463,2.17670083,2.076868534,2.088922024,2.289245605,2.641700745,2.898570776,3.312236309,3.173748493,3.108547211,3.452269554,3.512311459,3.728331089,3.801882982,4.158418655,4.269999027,4.942023277,4.896399975,5.016735077,5.057765961,5.312405586,6.155797482,7.263501644,8.191512108,9.859441757,11.14191914,11.63648224,10.85309887,9.175032616,8.159527779,7.752719879,7.194732666,7.199808598,7.331120014,7.312785149,7.408807278,7.263977528,6.976854324,7.047639847,7.244854927,7.093218803,7.180564404,6.91157198,7.234422684,7.051499367,7.156725407,6.91777277,6.610258102,6.603434563,6.998322487,6.93443203,6.547133446,6.457587719,6.197310925,6.039459229,5.967792511,5.750871181,5.454363346,5.601043224,5.24565649,5.211218834,4.793092728,4.863665104,4.737464428,4.622932434,4.251732826,4.479636669,4.089208126,4.079067707,3.851601839,3.574916601,3.673656225,3.408770323,3.568445206,3.267454863,3.201617241,2.907172918,2.794375181,2.864100933,2.661420822,2.555772305,2.359272242,2.213718176,2.114634991,1.977389097,1.961396694,1.853881359,1.841580987,1.7020123,1.606849551,1.43406117,1.425596595,1.445765376,1.365196228,1.362666368,1.183767915,1.206048727,1.093477607,0.936905444
400,-0.140244573,-0.123111978,-0.132035524,-0.071726389,-0.072602138,-0.152249143,-0.124077633,-0.124371246,-0.116452605,-0.132563174,-0.12458466,-0.13241668,-0.132628143,-0.136678278,-0.101305112,-0.152249143,-0.116468117,-0.152249143,-0.152249143,-0.089035772,-0.096488021,-0.116718709,-0.144374967,-0.113414496,-0.121356457,-0.113615535,-0.077778473,-0.070559643,-0.078570887,-0.06137418,-0.078560032,-0.086027592,-0.082210228,-0.066595368,-0.069558956,-0.025915727,-0.049555406,-0.062800921,-0.045602284,-0.055699438,-0.089213587,-0.043092035,0.046567321,-0.047147021,-0.019076139,0.016398802,0.01564157,0.040050238,0.036274478,0.096661374,0.088848993,0.132375196,0.14953886,0.150403604,0.275577664,0.308031023,0.367875338,0.509157717,0.561821938,0.782556891,1.035567522,1.891833305,12.05476856,56.97467041,139.223053,207.7539063,175.5106964,79.76133728,19.90110016,3.743834257,2.281522512,2.2925632,2.691271544,2.849097967,2.809395313,2.678652048,2.80550456,2.475609303,2.608682632,2.860807419,3.141883373,3.263525009,3.283482552,3.579771996,3.613543034,3.90850091,4.028563023,4.408477306,4.422134876,4.755354881,5.28651619,5.565607071,6.467020035,7.462925911,8.59621048,8.955406189,9.420962334,9.52396965,8.491031647,7.71513176,6.913551331,6.189225674,6.208666801,6.236871719,6.53774786,6.565986633,6.071653843,6.033301353,6.258615017,6.117232323,6.151162624,6.288866997,6.055487156,5.893823147,6.072036743,6.111576557,5.874932289,5.986030102,5.287821293,5.473840714,5.630172253,5.736721516,5.188436985,5.07028532,5.00685215,4.897860527,4.830741882,4.512345791,4.376008034,4.629799843,4.536833286,4.337598324,3.802417994,3.838041544,3.95648694,3.664634943,3.407165051,3.334217787,3.462246418,3.21927166,3.041092634,2.977311611,2.81916523,2.734241486,2.616380453,2.43479085,2.569685698,2.406584263,2.321225643,1.95807147,1.77493155,1.916455269,1.681708813,1.690305591,1.734752297,1.523658037,1.554612875,1.475221038,1.274490118,1.297920465,1.184123278,1.132667542,1.089057803,1.188712835,1.101030111,0.921520889
405,-0.177496195,-0.159682542,-0.127072543,-0.159549579,-0.119887501,-0.184695482,-0.123146169,-0.177240223,-0.127442718,-0.14866063,-0.155838087,-0.123741448,-0.1273994,-0.155777127,-0.102245212,-0.105943613,-0.134436473,-0.166404471,-0.102044381,-0.123765402,-0.159410641,-0.152249143,-0.155796304,-0.155750096,-0.075472102,-0.121120736,-0.079125799,-0.092500225,-0.060506992,-0.09235245,-0.056993917,-0.096294522,-0.038576044,-0.045730188,-0.102627508,-0.091329247,-0.095214859,-0.117011204,-0.057111718,-0.08521153,-0.063608289,-0.0614058,-0.017821521,-0.025400594,0.019728959,0.028865248,0.004091352,0.00635682,0.002915919,0.038477987,0.064916179,0.029617012,0.031903788,0.113847002,0.122317538,0.150314197,0.106312618,0.260952115,0.290620625,0.331935942,0.420835018,0.572118402,0.78726393,1.231762528,3.725075006,22.94963837,88.44946289,186.0737152,212.1851807,134.0279236,45.83945847,9.079859734,2.990169287,2.677273989,2.493526459,2.199840784,2.08554101,2.087160349,2.059161663,2.242576361,2.316719294,2.5233078,2.76488328,2.651644468,2.938310385,2.96132493,3.262902021,3.563400507,3.625797749,3.720195532,3.989587545,4.244498253,4.437615871,4.80072546,5.183828354,5.018503189,6.097750664,7.017847061,8.393605232,9.015097618,9.034557343,8.504355431,7.588293552,6.621407032,6.093718529,5.998519897,5.771623135,5.574211597,5.804627895,5.74235487,5.52989006,5.556765079,5.537777424,5.525178432,5.479896545,5.209244251,5.288551331,5.2982831,5.141699791,4.991519928,4.759079933,4.981206417,4.965923309,4.618039608,4.576660633,4.485909939,4.3582201,4.073068142,4.151120663,3.958343744,4.07049036,3.839230776,3.896491289,3.621349096,3.499204397,3.462878704,3.272432566,2.93986392,2.791353464,2.932043076,2.795832872,2.715076447,2.59856987,2.556304216,2.627173185,2.388636589,2.441893816,2.08003521,2.071216345,1.949867725,1.72155118,1.843161941,1.665206313,1.571413875,1.58036387,1.467292428,1.426138997,1.369686604,1.263852119,1.240288138,1.237739444,1.236819625,1.038492918,1.069778204,1.02183187,0.836134613
410,-0.127458274,-0.137452364,-0.130724251,-0.073008694,-0.106382437,-0.130745381,-0.152249143,-0.1311104,-0.155754834,-0.155733541,-0.159286112,-0.138191462,-0.155729637,-0.179953426,-0.148744494,-0.152249143,-0.148783252,-0.169785619,-0.124332853,-0.145280629,-0.141725406,-0.176775098,-0.121045731,-0.12156415,-0.159130886,-0.087108366,-0.019853264,-0.107578516,-0.083324507,-0.083026789,-0.055475511,-0.044492021,-0.082856983,-0.019047141,-0.075281121,-0.092780724,-0.096166842,-0.040256478,-0.068913497,-0.068828039,0.017833039,-0.090361573,-0.024244934,-0.021103859,0.009429008,-0.006210953,0.024349779,0.014174238,-0.03418006,0.034836411,0.018558159,0.022257522,0.028220564,0.063980654,0.063832194,0.052197397,0.126383886,0.176442161,0.219956264,0.229599848,0.298263729,0.341839314,0.407283306,0.636856258,0.811074495,1.068038821,1.782853127,10.55889893,57.24268723,149.4687042,215.6418457,182.5670319,88.64118958,24.49673271,4.924033165,2.677012205,2.51266408,2.198605537,2.183497906,2.078436613,2.013678312,1.974124193,2.207516432,2.309568167,2.45172739,2.629767656,2.686011791,2.717436552,3.070579052,3.163164854,3.269689322,3.308332682,3.676435709,3.722191095,3.749889374,3.590245008,3.742236137,4.225615501,4.656540871,5.262618542,6.206642151,7.321016312,8.079559326,8.244270325,7.553688049,7.008036137,6.209342003,5.528157234,5.278869629,5.015134335,5.162889481,4.797161102,4.77965498,4.952730656,4.896435261,4.682747364,4.6881423,4.712339401,4.445594788,4.653722286,4.662723064,4.450798512,4.214893341,3.98732543,4.196507931,4.230292797,3.925987482,3.839773893,3.784935236,3.758841991,3.600872517,3.614367485,3.494471788,3.448148489,2.936047077,3.262104988,2.911761761,2.998009682,2.611360073,2.706268072,2.615511894,2.512892723,2.427634001,2.165135384,2.196743011,2.162214279,2.168297529,1.981045961,1.882639647,1.848767042,1.656538248,1.724933386,1.587699533,1.558736086,1.336430669,1.352696419,1.283902526,1.27423048,1.164229631,1.209261179,1.032806754,1.093037844,0.982198298,0.827849686,0.917771637,0.889273345
415.0700073,-0.172146603,-0.131562695,-0.135532886,-0.135324597,-0.115735829,-0.152249143,-0.115602754,-0.155558869,-0.105898432,-0.17204237,-0.152249143,-0.142331421,-0.139052838,-0.152249143,-0.135863334,-0.135870308,-0.152249143,-0.168726861,-0.089696258,-0.148988515,-0.109232411,-0.14896366,-0.139272034,-0.152249143,-0.158717871,-0.051505595,-0.087453142,-0.0712502,-0.084237576,-0.05452545,-0.103523165,-0.054761082,-0.076361343,-0.020916447,-0.034371726,-0.040682286,-0.053597383,-0.037248075,-0.030595042,-0.071110338,-0.026479214,-0.067900106,-0.022168681,-0.038350217,0.015409231,0.014800206,0.051461682,0.0112174,0.037328035,0.000330418,-0.004889339,0.006437838,0.030754402,0.057218805,0.020866349,0.039405748,0.086016297,0.11065276,0.19882147,0.362366199,0.502462447,0.590343833,0.776479185,0.894240677,1.0654217,1.26482594,1.278212547,1.605593443,1.940517187,4.40691185,24.50693512,94.4033432,192.0804443,220.8031769,147.9448547,56.69274139,13.06516361,3.690059423,2.965047836,2.77830267,2.636196136,2.396360636,2.359861135,2.296456575,2.034914732,2.023340225,2.195536613,2.36779356,2.538354635,2.416686296,2.566768408,2.599581242,2.899465322,2.960505724,3.095430136,2.793112516,3.122507811,3.238880873,3.568508148,3.630322218,3.611923695,4.070857525,4.652510643,5.373101234,6.368478775,6.83643055,7.301401138,7.154763222,6.813536644,6.15627861,5.289949894,4.61674118,4.470332146,4.458277702,4.235637188,4.313802242,4.206458092,4.353589058,3.893748999,4.135277271,4.063667774,3.895818472,3.856653452,3.874224424,4.038324833,3.651101112,3.522968292,3.492306948,3.565065384,3.521294355,3.37927866,3.288255453,2.994298458,3.20371747,2.930593729,2.877877235,2.738908529,2.646500349,2.674491644,2.420841932,2.341219902,2.446530342,2.261865377,2.208043575,2.031884193,2.126779318,1.911331177,1.86706233,1.68923378,1.729694605,1.519504189,1.568431377,1.423335195,1.389798403,1.371851325,1.180250168,1.194034815,1.205696225,1.120246887,1.005556226,1.06812036,0.959996879,1.056333423,0.932640254,0.893208802,0.78540796
420,-0.139084578,-0.084814772,-0.099385351,-0.105500303,-0.12187504,-0.150046274,-0.152249143,-0.152249143,-0.161022931,-0.136880368,-0.150044873,-0.163242385,-0.12593323,-0.139121011,-0.135042146,-0.167603284,-0.154449061,-0.15005973,-0.13902542,-0.169680044,-0.158829287,-0.139111161,-0.143564835,-0.13942723,-0.143696919,-0.066264063,-0.087420166,-0.044634081,-0.112805299,-0.091673367,-0.035541847,-0.028223403,-0.053267337,-0.022570252,-0.041364633,-0.031805731,-0.038770251,-0.083865076,-0.060589314,-0.032152109,-0.028517932,-0.032969423,-0.0481437,-0.011705324,-0.034690186,-0.01086089,-0.027913079,-0.034875192,-0.011977941,-0.016927898,0.01047349,-0.013105407,-0.022399306,-0.004990578,0.004259676,-0.004326895,0.005970016,-0.015404478,0.018465802,0.060469687,0.113641635,0.135561749,0.273780823,0.380418956,0.422011614,0.496264994,0.602434993,0.633981347,0.759858966,0.882963359,1.250542045,2.043408871,8.024230003,42.33878326,142.6444092,226.1683197,211.0902405,108.638237,27.73232269,4.36425972,2.274626493,1.931771278,1.703627825,1.737970352,1.511478305,1.403573513,1.566419959,1.714961886,1.751003385,2.030445099,2.014727592,2.301876307,2.13349247,2.525701284,2.542137861,2.353393555,2.494940758,2.652418852,2.914915085,2.973548412,3.119130611,3.328566551,3.286907673,3.644685507,3.666368723,3.917279959,4.604973316,5.432962894,6.326049328,6.585536957,6.725759029,6.936498642,6.009008884,5.323156834,4.553812504,4.101977348,3.954000235,3.84858346,3.951697588,3.653015852,3.617448807,3.898475885,3.618000507,3.430360794,3.435834646,3.51478982,3.388759375,3.332325935,3.23455143,3.178081751,3.068184614,2.96673274,2.876268625,2.807435036,2.725515127,2.867058992,2.664566994,2.471769333,2.564895868,2.381276846,2.260473013,2.323358536,2.26210618,2.149189472,1.952963829,1.922309637,1.911707401,1.830835581,1.73313272,1.625757813,1.52285099,1.409648418,1.38573122,1.322003484,1.308269501,1.209181547,1.134237409,1.114570141,1.063261509,0.96399647,0.923010409,0.983502448,0.846127152,0.885875404,0.706898451,0.730924547
425,-0.129460558,-0.119309798,-0.130736023,-0.121659301,-0.139790237,-0.164756224,-0.173783004,-0.15577133,-0.177236065,-0.155809522,-0.152249143,-0.184337959,-0.173577398,-0.17179355,-0.155780181,-0.146914497,-0.178876609,-0.152249143,-0.166464925,-0.175287589,-0.166458681,-0.161151528,-0.166394085,-0.136648059,-0.155754551,-0.113940239,-0.096364886,-0.09937723,-0.08896368,-0.075096495,-0.089178994,-0.068381377,-0.105878457,-0.09857516,-0.105961911,-0.118378758,-0.093615413,-0.069498874,-0.070840418,-0.066108018,-0.0981002,-0.058190458,-0.053689696,-0.083043516,-0.070753016,-0.02816537,-0.040638834,-0.053017482,-0.047182247,-0.054609187,-0.049900234,-0.058326304,-0.028625555,-0.059680782,-0.045374051,-0.049423561,-0.034704544,-0.016857862,-0.029163003,-0.015433714,-0.010747388,-0.015368536,0.006430924,-0.000997931,0.071514562,0.081422389,0.138722405,0.121902272,0.216378674,0.270507514,0.521139562,0.73112905,0.996948063,1.246017694,4.360778809,25.82320404,109.1966476,213.7597656,227.9439392,130.9624939,44.8265686,7.836090088,2.139626265,1.658282876,1.461547494,1.361176491,1.386621952,1.397860527,1.415535212,1.546069384,1.741122007,1.720958233,1.816645265,1.992960215,2.102397442,2.044755459,2.194099665,2.199316263,2.314141035,2.548909187,2.500303507,2.768362284,2.850179434,2.908903122,2.915816545,3.049803019,3.413118601,3.393944025,3.776420593,4.358938217,4.947892189,5.508904934,5.894184113,6.269835472,5.924654007,5.298919678,4.623938084,4.044059277,3.751823187,3.706953049,3.368747234,3.359835625,3.354602098,3.229983807,3.309402227,3.243783236,3.041231632,2.963426352,3.061525345,3.035968542,2.803631067,2.831685066,2.702880859,2.703146935,2.719896078,2.473537922,2.418256044,2.447924137,2.166419744,2.16407156,2.131020784,2.047085047,1.924124718,1.886341095,1.814339995,1.663053513,1.685322285,1.668100595,1.466142654,1.531107187,1.359776735,1.320178747,1.295201898,1.15762651,1.210021615,1.114019394,1.103446245,1.010738373,0.970978081,0.899018228,0.89750427,0.856088102,0.794911921,0.727860212,0.71433109,0.675827026
430,-0.142886937,-0.133178592,-0.114725955,-0.114725336,-0.115580156,-0.152249143,-0.135880649,-0.170594648,-0.154560596,-0.159232825,-0.173131153,-0.138382345,-0.138634443,-0.108818986,-0.147696152,-0.152249143,-0.126912683,-0.145374998,-0.136175841,-0.127077863,-0.129146501,-0.15685004,-0.122478582,-0.127447054,-0.165784672,-0.13403976,-0.111360028,-0.118253343,-0.093653768,-0.10016121,-0.129322931,-0.115656719,-0.105861679,-0.085431635,-0.101738296,-0.117453143,-0.049952582,-0.113497227,-0.085858263,-0.067592762,-0.070376255,-0.069487289,-0.076513827,-0.110943988,-0.074527577,-0.065155305,-0.044291764,-0.053442858,-0.058481492,-0.072114885,-0.06907811,-0.036600761,-0.032956548,-0.063618816,-0.051819347,-0.044340596,-0.042531095,-0.011104256,-0.023451626,0.00987345,-0.034732752,0.002198488,0.016036987,-0.000617042,0.031334355,0.055623695,0.062616348,0.085089743,0.14275299,0.262963712,0.304087698,0.440557241,0.758738875,0.828413844,0.927132785,1.102129817,2.33357358,13.53318405,70.7636261,178.844223,229.7945862,173.9914246,76.07125854,17.15230942,3.146211147,1.874701977,1.525874496,1.447390437,1.35248661,1.479518414,1.366327882,1.511345267,1.579432726,1.591005683,1.727081537,1.720028162,1.709841609,1.741194248,1.974858046,2.045211554,2.033681154,2.24647522,2.344008684,2.381137848,2.536478519,2.656859875,2.600059032,2.629575968,2.8387959,2.850278616,3.125791073,3.313647032,3.659301281,4.236506939,4.69095993,5.429280758,5.477358818,5.504423618,4.819642067,4.430229187,3.670564175,3.364573956,3.257508993,3.05148077,2.935616255,3.032282591,2.840693712,2.671868563,2.806177378,2.652993917,2.543296576,2.651113987,2.411724567,2.215625525,2.428722858,2.329066992,2.259247541,2.23853898,2.113826275,2.150738239,1.800038934,1.812347412,1.859381914,1.816829681,1.807849407,1.703715324,1.608402848,1.633319736,1.405202746,1.410861492,1.315369368,1.26802814,1.159864545,1.140439034,1.116342902,1.061448932,0.976652324,1.019459963,0.925307333,0.857937157,0.814562261,0.817735791,0.775472462,0.746356308,0.65365845,0.684054673
