Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sample 1_EM_270.00,Sample 1_EM_272.00,Sample 1_EM_274.00,Sample 1_EM_276.00,Sample 1_EM_278.00,Sample 1_EM_280.00,Sample 1_EM_282.00,Sample 1_EM_284.00,Sample 1_EM_286.00,Sample 1_EM_288.00,Sample 1_EM_290.00,Sample 1_EM_292.00,Sample 1_EM_294.00,Sample 1_EM_296.00,Sample 1_EM_298.00,Sample 1_EM_300.00,Sample 1_EM_302.00,Sample 1_EM_304.00,Sample 1_EM_306.00,Sample 1_EM_308.00,Sample 1_EM_310.00,Sample 1_EM_312.00,Sample 1_EM_314.00,Sample 1_EM_316.00,Sample 1_EM_318.00,Sample 1_EM_320.00,Sample 1_EM_322.00,Sample 1_EM_324.00,Sample 1_EM_326.00,Sample 1_EM_328.00,Sample 1_EM_330.00,Sample 1_EM_332.00,Sample 1_EM_334.00,Sample 1_EM_336.00,Sample 1_EM_338.00,Sample 1_EM_340.00,Sample 1_EM_342.00,Sample 1_EM_344.00,Sample 1_EM_346.00,Sample 1_EM_348.00,Sample 1_EM_350.00,Sample 1_EM_352.00,Sample 1_EM_354.00,Sample 1_EM_356.00,Sample 1_EM_358.00,Sample 1_EM_360.00,Sample 1_EM_362.00,Sample 1_EM_364.00,Sample 1_EM_366.00,Sample 1_EM_368.00,Sample 1_EM_370.00,Sample 1_EM_372.00,Sample 1_EM_374.00,Sample 1_EM_376.00,Sample 1_EM_378.00,Sample 1_EM_380.00,Sample 1_EM_382.00,Sample 1_EM_384.00,Sample 1_EM_386.00,Sample 1_EM_388.00,Sample 1_EM_390.00,Sample 1_EM_392.00,Sample 1_EM_394.00,Sample 1_EM_396.00,Sample 1_EM_398.00,Sample 1_EM_400.00,Sample 1_EM_402.00,Sample 1_EM_404.00,Sample 1_EM_406.00,Sample 1_EM_408.00,Sample 1_EM_410.00,Sample 1_EM_412.00,Sample 1_EM_414.00,Sample 1_EM_416.00,Sample 1_EM_418.00,Sample 1_EM_420.00,Sample 1_EM_422.00,Sample 1_EM_424.00,Sample 1_EM_426.00,Sample 1_EM_428.00,Sample 1_EM_430.00,Sample 1_EM_432.00,Sample 1_EM_434.00,Sample 1_EM_436.00,Sample 1_EM_438.00,Sample 1_EM_440.00,Sample 1_EM_442.00,Sample 1_EM_444.00,Sample 1_EM_446.00,Sample 1_EM_448.00,Sample 1_EM_450.00,Sample 1_EM_452.00,Sample 1_EM_454.00,Sample 1_EM_456.00,Sample 1_EM_458.00,Sample 1_EM_460.00,Sample 1_EM_462.00,Sample 1_EM_464.00,Sample 1_EM_466.00,Sample 1_EM_468.00,Sample 1_EM_470.00,Sample 1_EM_472.00,Sample 1_EM_474.00,Sample 1_EM_476.00,Sample 1_EM_478.00,Sample 1_EM_480.00,Sample 1_EM_482.00,Sample 1_EM_484.00,Sample 1_EM_486.00,Sample 1_EM_488.00,Sample 1_EM_490.00,Sample 1_EM_492.00,Sample 1_EM_494.00,Sample 1_EM_496.00,Sample 1_EM_498.00,Sample 1_EM_500.00,Sample 1_EM_502.00,Sample 1_EM_504.00,Sample 1_EM_506.00,Sample 1_EM_508.00,Sample 1_EM_510.00,Sample 1_EM_512.00,Sample 1_EM_514.00,Sample 1_EM_516.00,Sample 1_EM_518.00,Sample 1_EM_520.00,Sample 1_EM_522.00,Sample 1_EM_524.00,Sample 1_EM_526.00,Sample 1_EM_528.00,Sample 1_EM_530.00,Sample 1_EM_532.00,Sample 1_EM_534.00,Sample 1_EM_536.00,Sample 1_EM_538.00,Sample 1_EM_540.00,Sample 1_EM_542.00,Sample 1_EM_544.00,Sample 1_EM_546.00,Sample 1_EM_548.00,Sample 1_EM_550.00,Sample 1_EM_552.00,Sample 1_EM_554.00,Sample 1_EM_556.00,Sample 1_EM_558.00,Sample 1_EM_560.00,Sample 1_EM_562.00,Sample 1_EM_564.00,Sample 1_EM_566.00,Sample 1_EM_568.00,Sample 1_EM_570.00,Sample 1_EM_572.00,Sample 1_EM_574.00,Sample 1_EM_576.00,Sample 1_EM_578.00,Sample 1_EM_580.00,Sample 1_EM_582.00,Sample 1_EM_584.00,Sample 1_EM_586.00,Sample 1_EM_588.00,Sample 1_EM_590.00,Sample 1_EM_592.00,Sample 1_EM_594.00,Sample 1_EM_596.00,Sample 1_EM_598.00,Sample 1_EM_600.00
385.0700073,-0.054903228,-0.008888494,-0.004259577,-0.070417531,-0.069406971,-0.032035977,-0.059694186,-0.068759404,0.008682435,0.013765151,0.045953453,-0.01837643,-0.000134548,-0.045594759,0.009116465,0.013469895,-0.027471019,-0.064005367,-0.031953856,-0.032013439,-0.050013646,-0.022906497,-0.036433518,-0.004744779,-0.018466633,-0.041112714,-0.022917015,0.054143123,0.027184492,-0.059489168,-0.022962432,-0.009197835,0.008292923,0.058492884,0.00891958,-0.004711676,0.018069847,-0.004759025,0.017683657,0.009044988,-0.009303901,-0.022943612,0.052664317,0.048757717,0.066839792,0.07310041,0.100270286,0.212048829,0.11645788,0.177504882,0.198556498,0.258422196,0.345385075,0.499114811,1.085637927,7.099317551,26.79234886,58.48172379,68.40280914,50.81536865,15.95411777,3.814749002,0.895978212,0.715939164,0.509485722,0.442468792,0.308417529,0.296282291,0.255416989,0.273590118,0.35510385,0.223817989,0.299215198,0.161947414,0.263505936,0.214642033,0.18290028,0.206704885,0.157914132,0.182761207,0.277566284,0.382966071,0.872000396,1.846848488,3.343976974,4.98049736,5.526194572,5.302168369,4.255516529,2.460114002,1.40522635,0.631794691,0.402864933,0.15736331,0.182692677,0.041809849,0.083299063,0.009074179,-0.022884894,0.023049803,0.078660131,0.04038877,0.004579676,0.013896117,0.027445117,0.059886105,-0.036601312,0.036876976,0.05511862,0.106381714,0.022901507,0.087784156,0.041843139,0.009204863,0.022786437,0.079034619,0.027934222,-0.032059733,0.056111515,0.014201241,0.046193466,-0.004235307,0.01439899,0.000201706,0.014394315,0.060705446,0.02334833,-0.013629039,-0.004366832,0.087164231,0.009771196,0.023529755,0.023085101,-0.009042,-0.013696408,-0.074307233,0.000431156,0.005470159,-0.004359677,-0.008868271,-0.060069337,0.010073213,-0.008884782,-0.008828824,0.033007316,-0.022813726,-0.004313972,-0.004353374,0.02364541,-0.046050783,0.033014633,-0.008688236,-0.0228086,0.004780507,-0.013377579,0.037656471,-0.022775237,-0.018208716,-0.050820775,-0.027471019,-0.045846529,-0.100904927,-0.032102279,0.014288252,-0.055230036,-0.064305298
390,-0.019417316,0.001137426,-0.0642846,0.013830474,0.001352526,0.045275949,-0.015329399,-0.063739114,-0.031504285,-0.031491749,-0.011311295,0.025231825,-0.011631442,-0.031456083,0.00912982,-0.03149078,0.000854842,-0.027471019,0.020146517,-0.00333295,0.020685585,0.064384222,-0.031479534,-0.035587143,0.036330178,-0.007452123,-0.003313221,0.028956702,0.024859713,0.044853278,0.020462064,0.041508771,0.016641555,-0.027471019,0.02964736,0.044666328,-0.015394405,0.000842469,0.072379202,0.000919752,0.051132977,0.063464306,0.01213639,0.019828571,0.048962817,0.048444256,0.020731432,0.068616614,0.113320231,0.126345247,0.1378389,0.14102976,0.134675145,0.202688798,0.268355042,0.287054002,0.578852415,2.929490805,15.27249146,42.30365372,59.5153656,53.48741531,28.79282761,9.605780602,1.95842576,0.743510723,0.566355646,0.472213596,0.416414171,0.340213597,0.234660789,0.325392932,0.401259661,0.425928861,0.38289991,0.257881045,0.214183703,0.19702886,0.196737826,0.188934118,0.083740778,0.135931686,0.174401864,0.130752966,0.475197613,0.795334101,1.48841095,2.763898611,4.176817894,4.922822952,5.099074364,4.219382286,2.890282154,1.552946329,0.788538933,0.295379877,0.214737922,0.089894168,0.075252384,0.086256273,0.070421435,0.044527248,0.08141268,0.054671586,0.029564982,-0.027471019,0.033711769,0.069551989,0.044959508,0.054192297,0.025299644,0.005455533,0.050008528,0.01377528,0.00519524,0.01786139,-0.0561147,-0.023399806,0.055345058,0.017555771,-0.011002252,-0.002608282,0.050458193,0.033402391,-0.035703741,0.013516115,0.021392697,0.083711468,-0.015097232,-0.043828193,0.001237977,-0.006955421,-0.019271441,0.034070216,-0.01524339,0.038102217,0.009662444,0.030362537,-0.006703276,-0.031621583,-0.015140056,-0.019286843,0.009637332,0.02969634,0.034290671,-0.047990993,0.055352941,-0.014974299,-0.019308254,0.009675933,-0.019176118,-0.019161645,0.001016922,-0.072987065,0.018051436,0.022078084,-0.002705874,-0.011096165,-0.056451246,0.013446013,-0.007199215,0.017878773,0.005474383,0.042686172,0.009575775,-0.027471019
395.0700073,-0.009904046,-0.020355076,-0.045213722,-0.048981331,0.024922675,0.007664656,-0.048156038,-0.055283561,-0.006525761,-0.020446647,0.010977076,-0.034465078,-0.003267488,-0.010155302,-0.045116477,0.007444205,-0.034463316,-0.024027053,-0.003013367,-0.048321582,0.000496218,-0.048092198,0.003622757,-0.062431164,-0.010300573,0.045861453,-0.041576885,-0.044921931,0.007428611,-0.006673144,-0.044778105,-0.023924114,0.003633933,-0.00642688,-0.020418186,-0.00334673,0.053259909,0.053774647,0.000595907,-0.006606026,0.017151458,0.013889322,0.011039129,0.027703678,0.02067717,0.104589894,0.035637274,0.080661595,0.060309879,0.059475824,0.074493021,0.059998758,0.12966615,0.132324442,0.101068139,0.153161064,0.223325536,0.271702588,0.456909478,1.012494326,6.156095028,25.0158329,60.1796608,65.59991455,43.36222076,15.49506855,3.91531992,0.857610047,0.519392371,0.588279486,0.407436132,0.402644217,0.433232069,0.429673463,0.348513246,0.300986648,0.398051947,0.250474066,0.204639509,0.214709759,0.167546451,0.099936903,0.126475245,0.163442224,0.10268876,0.088920422,0.175554767,0.294721305,0.647342861,1.331315637,2.452898741,3.713036537,4.751977921,5.025143147,4.27257967,3.035603523,1.681071281,0.967199445,0.449395657,0.198047847,0.113654315,0.139143065,0.078528926,0.056882754,0.089100093,0.05403579,0.058578245,0.047792673,0.008015016,0.061457396,-0.006279266,0.057927899,0.04710073,0.001215668,0.058154888,-0.00239292,0.021952489,-0.020316102,0.011826767,-0.027471019,-0.013252942,0.029787788,0.004720012,-0.023880651,-0.027471019,0.011505252,-0.009592999,0.029823055,0.015552843,0.018804679,0.02997466,-0.016654089,-0.013157905,-0.016700689,0.046541959,-0.023906795,0.044889182,-0.013264506,-0.048902653,-0.002528831,0.004836025,-0.027471019,-0.056110468,-0.016753785,0.008610522,-0.013314283,0.008611696,0.033497155,-0.009478806,0.001022257,0.004514424,-0.020319939,0.004526364,-0.045170695,-0.013039859,-0.045516543,-0.013136003,0.046496078,-0.027471019,-0.031037124,-0.013141395,0.018826431,-0.020260409,0.026139854,0.015166542,-0.013077404
400,-0.031428423,-0.019505206,-0.03143803,-0.035436165,0.020538004,-0.011756087,-0.01575378,-0.027471019,-0.012059968,-0.023575604,-0.0352543,-0.035236411,0.011245901,-0.023594718,-0.007760605,-0.008116756,-0.031363174,-0.004146498,-0.015849553,-0.04296967,-0.027471019,0.003381873,-0.008136811,0.023376374,-0.02359529,-0.077955283,-0.06617865,-0.027471019,0.00358681,0.023271183,0.027364278,0.054989934,0.038234286,0.003859019,0.035242349,0.034023918,0.023438701,0.011578972,0.030909279,-0.004400751,0.052913599,0.057181805,-0.01210195,0.049700193,0.057280943,0.076664314,0.022707114,0.030922914,0.035170659,0.007472569,0.061749227,0.10537158,0.131342143,0.092627227,0.104503244,0.092542142,0.136407122,0.15501073,0.160480499,0.218936503,0.375621974,0.613334239,4.138479233,17.98260498,42.85227585,61.70131302,54.26810455,24.77150536,6.297786236,1.436900496,0.732645094,0.610578001,0.51309073,0.515518308,0.549079955,0.481965303,0.340251654,0.233467951,0.227998987,0.253565729,0.218937486,0.186573401,0.148811534,0.173899859,0.121961728,0.154990897,0.117450267,0.062687933,0.054550938,0.16314967,0.245790347,0.474279284,1.157624602,2.172367811,3.042272091,3.677751064,4.192483902,4.141765594,2.966341972,1.931808591,1.013144135,0.453516304,0.261421084,0.086696818,0.109501883,0.08615154,0.08331652,0.062846549,0.106399372,0.062599666,0.031519532,0.043474726,0.043171793,0.004073603,0.055170357,0.020048274,-0.027471019,0.015883861,0.012247929,0.015451623,-0.003913892,0.051713064,0.008238023,-0.019537879,-0.007697778,0.000227181,-0.011718584,-0.023501363,0.023782322,0.027878733,-0.027471019,0.011816615,-0.023496125,0.028066246,0.024032896,0.031761564,-0.003980666,-0.007621478,0.007960102,0.008179178,0.024023304,0.027973866,0.019909995,0.003844669,-0.019546837,-0.01951161,0.032247826,-0.003700735,0.032021157,-0.015652087,0.008089593,-0.031440958,0.012093144,-0.015591148,-0.003504189,-0.055300038,0.000254389,-0.019502161,0.012005677,-0.059390962,-0.019554991,-0.027471019,-0.003575776,0.007883271,0.000342188,-0.003572825
405,-0.041849475,0.000973426,-0.02391069,-0.023866896,-0.023820277,-0.034596138,-0.034417488,-0.027471019,-0.044849873,-0.06261225,0.00763542,-0.017045882,-0.048338696,-0.048391812,-0.023959203,-0.013614174,0.028662438,-0.006416615,-0.034471296,-0.027471019,-0.044985011,-0.027471019,0.021177763,-0.030991327,0.0070228,-0.00294636,0.004138431,-0.030965347,0.035707489,-0.034437183,-0.027471019,0.028886257,0.004176663,-0.044954024,-0.04875607,0.055884309,-0.017022135,0.032289445,0.034693338,0.013992647,-0.003384748,-0.016961113,0.010640455,0.024336545,-0.006484,0.03147734,0.000430668,0.025364855,0.046287723,0.059875906,0.014483796,0.025009012,0.059685282,0.058965079,0.038603522,0.091203868,0.107351124,0.078119285,0.177343532,0.092036888,0.146679997,0.211815625,0.303343683,0.384888381,1.089116931,6.954465389,26.61943436,55.13534164,61.82731628,41.65663147,14.40242672,2.867972374,0.892240644,0.729879498,0.663737118,0.551584244,0.386398196,0.331848413,0.214955777,0.212560609,0.263730526,0.261854619,0.164858192,0.21458669,0.190381661,0.10634923,0.113751963,0.113405794,0.098570138,0.117359251,0.049823388,0.099242687,0.120684445,0.253157467,0.425203294,0.627208352,1.406839609,2.370585203,3.147715092,3.757800817,3.993196487,3.277174473,2.346949816,1.3194592,0.547239602,0.26415506,0.234641984,0.061371744,0.159539834,0.089263387,0.068444066,0.061354071,0.043820567,0.093565054,0.022456409,0.029611902,0.011791559,0.036115699,0.022044087,-0.013237815,0.032241583,0.015389489,0.011889061,-0.013255317,0.025938274,0.018446716,0.018882724,-0.009605646,-0.027471019,0.018748412,-0.009603411,0.022431495,-0.006052239,0.019120289,0.008550739,-0.020343842,0.008237274,0.01174313,0.026119547,-0.034588255,-0.002509354,-0.045251641,-0.013211227,0.036136813,-0.027471019,-0.034614872,0.022364525,-0.031046342,-0.002576465,-0.009556934,-0.023912502,0.015680635,-0.041729741,-0.002569912,-0.03821189,-0.005709812,-0.045397308,-0.006147087,-0.009562388,0.001388488,0.026570572,0.004649697,-0.023889998,-0.013256025,0.000933835,-0.059508152
410,0.008186089,0.035983883,-0.041537199,-0.023993485,-0.023911603,-0.023958845,-0.044596888,0.01422069,-0.04843428,-0.009988073,-0.030933384,-0.017094057,-0.055118434,-0.051721171,-0.013711745,0.020814335,-0.034413584,-0.013760322,-0.006687768,-0.058281228,0.01739323,-0.020632992,-0.027471019,-0.003445594,-0.003431402,0.055971257,-0.024045952,-0.030908426,0.017460065,0.010679977,0.034652784,0.027709195,-0.013705257,0.066029966,-0.003242942,-0.041220173,0.01718027,0.006735606,-0.020720512,0.006355276,0.013012761,0.013202673,-0.020586148,0.003519114,-0.034284726,0.006848661,0.006753406,0.111064315,0.030490706,0.038202256,0.04092329,0.006704746,0.047193579,0.058214962,0.065643989,0.06496308,0.055211477,0.006982749,0.038409695,0.080419615,0.087006979,0.157348007,0.170704365,0.225305185,0.218993425,0.357699603,0.583218157,3.247912169,16.8226223,42.42583847,60.28060913,49.25072098,25.4803524,7.580882549,1.775786519,0.746959448,0.805513799,0.469087541,0.377085119,0.396107733,0.330003321,0.216647774,0.18989554,0.204817012,0.212404519,0.228251204,0.14796938,0.147035033,0.128695473,0.118200958,0.121731967,0.145284101,0.051831394,0.089750551,0.083053313,0.092541598,0.135701329,0.314321995,0.652831495,1.172242999,2.055285692,2.742304802,3.271814823,3.557032108,3.071213007,2.288750648,1.409295678,0.821206927,0.391844034,0.160869986,0.095177203,0.112290397,0.108857349,0.028443711,0.052865691,0.035114162,0.014275661,-0.013539028,0.010760995,0.000380546,-0.013584204,0.014239674,0.031605989,-0.002779488,0.011236569,0.021556316,-0.00291935,-0.023956884,0.0041025,-0.045062345,0.018256454,-0.027471019,-0.027471019,-0.020525513,-0.009992778,0.049525559,0.025244905,-0.072988428,-0.013463112,-0.020472629,-0.030993734,-0.006347012,-0.006391982,0.02453701,-0.027471019,-0.006410038,-0.027471019,-0.030980321,-0.016924536,-0.030950248,-0.020431492,-0.013466741,-0.044951092,0.021372268,-0.016973287,-0.034514189,0.0182113,-0.027471019,-0.020426931,-0.002915388,-0.041471377,-0.02392317,-0.055760462,-0.023952767,0.007881908,0.004159315
415.0700073,0.015759571,-0.027471019,-0.034107689,0.021219531,-0.037322525,-0.040681932,0.030540911,-0.037322264,-0.011239465,-0.034019616,-0.001411708,-0.011109548,-0.014529971,-0.0145365,-0.024239166,0.004941477,-0.007898802,-0.014645039,-0.0532704,-0.027471019,-0.021007501,-0.024244202,-0.00802617,-0.014596408,-0.049930021,-0.024233149,0.018097,0.001872947,-0.017696422,0.039037079,0.037354596,0.011212202,-0.004966237,-0.033958692,0.008281225,0.024375191,-0.011309925,0.030738456,-0.011531817,0.026976371,0.023756357,0.014266817,-0.008181514,-0.001894509,0.036602177,0.042812929,-0.001687523,0.063603066,0.049791068,0.037252635,0.0267558,0.023796408,0.008242687,0.034398481,0.02073027,0.058996499,0.044148922,0.046825103,0.089821473,0.0867979,0.092817411,0.209102616,0.269260079,0.265408725,0.286014766,0.363390058,0.319529563,0.433957189,0.486132979,1.246824145,7.065422058,24.5350914,52.63597107,62.25641632,42.50740051,16.07387924,4.308905125,1.125484347,0.73081553,0.743076682,0.505147874,0.518507481,0.381087989,0.316900611,0.254502565,0.216300607,0.224222258,0.216222212,0.24691461,0.151278004,0.099416018,0.118630499,0.128186658,0.083760045,0.126815006,0.063423313,0.044219173,0.037257664,0.031264789,0.079106078,0.14394407,0.389545858,0.820290565,1.462098718,2.38538003,3.065785408,3.345005989,3.036556721,2.481284857,1.828149796,1.023378968,0.583836198,0.251012087,0.097266786,0.116623089,0.031803854,0.037841715,0.018469485,0.079733439,0.018575856,-0.024195703,-0.007790821,-0.001083618,-0.011099102,-0.014343395,0.068133481,0.022000296,0.002045888,0.041485667,-0.011000624,0.018500706,-0.030748826,0.02846512,-0.027471019,0.015275544,0.005245181,-0.011112118,-0.00446143,0.012169706,-0.017545264,-0.007830763,-0.00774443,-0.014320046,-0.007809138,0.015339317,-0.053763457,-0.037300058,-0.004370233,-0.01745924,0.028227603,-0.030785361,-0.020876409,0.011874663,-0.014233131,-0.007617602,-0.030759238,-0.010858012,0.012110213,0.035377957,-0.030755091,0.005265525,0.005455347,-0.040638529,-0.01088562,0.028884379,0.002666105
420,-0.018746369,-0.014536082,0.014087105,-0.012382992,-0.036197156,-0.016577749,-0.014666622,-0.051011104,-0.04049024,-0.012311365,-0.023180453,-0.020985555,-0.023194307,-0.016758623,0.000646451,-0.008123918,-0.038220078,-0.029617956,-0.023168288,-0.023184195,-0.018852782,-0.016757475,-0.025322804,-0.012451848,-0.055568676,-0.038241796,0.002594804,-0.012432358,0.01792104,0.019549785,-0.016696412,0.006985525,0.002744766,-0.008036394,0.0198898,-0.012459868,-0.005976135,-0.005893486,0.040124528,0.000223851,0.010806004,0.014935283,0.008996909,0.036180682,0.00866483,0.015195647,0.045701072,-0.008088045,0.025723526,0.019640507,-0.025343478,0.027788991,0.017832318,0.033129923,0.004696352,-0.005880348,-0.005724607,-0.001427941,0.020266337,0.031520873,0.024837987,0.055338934,0.135092884,0.109426871,0.108208552,0.139172927,0.191975415,0.169943929,0.271176636,0.288522631,0.315827399,0.507891476,2.205788136,11.57986259,36.2507515,57.18111801,68.18095398,29.19773865,8.333399773,1.446077347,0.686217129,0.492356539,0.441256046,0.286654085,0.237292781,0.135645002,0.168667421,0.140313134,0.132812113,0.139267474,0.122000635,0.145988762,0.105008364,0.071577042,0.072339989,0.071386531,0.065841913,0.029118998,0.070170186,0.03768079,-0.003574081,0.062147051,0.048930839,0.134635061,0.303344935,0.532821715,1.075856447,1.656012297,2.504339457,3.02426672,3.14100194,2.758123159,2.114276171,1.278263211,0.702744842,0.359734505,0.165181473,0.053093538,0.060023591,0.064153418,0.013841411,0.036091179,0.011842048,0.009730874,0.016246738,-0.005732976,-0.001226539,-0.018697936,-0.003527526,0.007593634,0.003156183,-0.005618205,-0.012163244,-0.01436878,-0.009920271,-0.016514275,-0.005656771,0.011714278,-0.007701011,-0.00340442,-0.04503645,-0.005755255,-0.027471019,-0.012154604,-0.029662887,0.00127122,-0.047053985,0.005273996,-0.007748667,0.005280288,-0.016506011,-0.029642567,0.005573289,-0.040689759,-0.007722657,-0.025273226,-0.007765291,-0.018769901,-0.025280572,-0.023091106,-0.040564679,-0.023081146,-0.031862058,-0.007749615,0.000793168,-0.007854201
425,-0.047034189,-0.030983489,-0.031014938,-0.057565905,-0.043445684,-0.020367257,-0.034461714,-0.051977865,-0.0592058,-0.032749068,-0.008073745,-0.048513167,-0.039641399,-0.04672724,-0.043270193,-0.037970275,-0.053808756,-0.048409261,-0.055400372,-0.043100659,-0.01700303,-0.04148408,-0.046873115,-0.044887312,-0.025725322,-0.023963071,-0.045010325,-0.013350814,0.000631599,-0.025735388,-0.05926808,-0.01869077,-0.02922615,-0.03275308,-0.034525257,-0.015202435,-0.022241779,-0.010034958,-0.010227796,-0.006653154,-0.02400028,-0.029217673,-0.013509754,-0.006683879,-0.032696061,-0.018780068,-0.03098074,-0.038040653,-0.00992482,0.004016174,0.009438755,-0.0135264,-0.006569574,-0.004575673,-0.001149504,-0.013399939,-0.004453411,0.005718378,-0.013285868,0.000892295,-0.022156544,0.009947194,0.00104155,-0.004485603,0.011536697,0.011619033,0.054067291,0.028961593,0.054388545,0.056247652,0.130563527,0.24339743,0.264429033,0.39323777,1.090353727,7.200214386,34.48855972,53.07210922,56.4539566,35.20563889,11.78788185,2.440415382,0.582862198,0.388125002,0.351542562,0.25432083,0.202882946,0.197041914,0.110422462,0.112884849,0.098951444,0.118296966,0.078757696,0.094506934,0.098408356,0.039527468,0.036638163,0.038286529,0.036418349,0.044965737,0.002593851,0.027568666,0.027367895,-0.020389719,0.035155013,0.04730691,0.062831223,0.202916145,0.523241639,0.921742499,1.524174452,2.175090075,2.810268879,2.809421062,2.624101877,1.91920042,1.295999765,0.646772027,0.281757891,0.100464389,0.056413665,0.063280992,0.02577929,0.012115551,0.020671481,0.002853256,-0.013322145,-0.009582698,-0.006127022,-0.034658425,-0.006061029,-0.013141984,-0.013244371,-0.031028105,-0.043492921,-0.031044591,-0.040048957,-0.01325226,-0.022124445,-0.020336736,-0.025689425,-0.050727122,-0.027471019,-0.034557991,-0.034576926,-0.059633635,-0.045434594,-0.016720854,-0.031020522,-0.014996991,-0.027471019,-0.041808836,-0.013178056,-0.016747121,-0.047215417,-0.025685055,-0.025682328,-0.041747581,-0.034632895,-0.027471019,-0.023882087,-0.032834627,-0.025685897,-0.034611899,-0.034686066,-0.054160558
430,-0.036841817,-0.020373099,0.000207322,-0.027471019,-0.032053057,-0.008911859,-0.004965629,-0.018323792,-0.071214139,-0.013837722,-0.02518658,-0.043305792,-0.013999195,-0.031973943,0.001941012,0.004292296,-0.011589361,-0.00497302,-0.032005541,-0.027471019,-0.011837609,-0.011622405,-0.013885232,-0.016225107,0.004378287,0.024956727,-0.020671181,-0.007133737,-0.020650078,-0.009405762,-0.027471019,-0.018402144,0.015820803,0.00880366,0.024464717,-0.004855795,0.006243287,0.001836248,-0.009744728,0.02125998,-0.018546849,-0.027471019,-0.011781931,0.017409565,-0.009566316,-0.007195268,0.033426061,0.008791002,-0.007066973,-0.009458356,-0.002661601,-0.020680478,0.006564351,-0.000255752,0.008732254,0.001931699,0.004499024,0.020243241,0.013392562,-0.016001604,0.009459501,0.009017838,0.022784023,0.025203714,0.020410018,0.002209887,0.013681529,0.015857821,0.048103347,0.066696122,0.108901605,0.178867698,0.167527065,0.204741597,0.25917083,0.268089384,0.784673929,3.77524066,17.75898361,46.63639832,56.15450287,44.54893112,19.50484657,4.500285625,0.939710617,0.468403906,0.388526022,0.252649337,0.229615763,0.18861486,0.124416471,0.139583543,0.098448187,0.127735123,0.098761752,0.100160822,0.07115306,0.052573256,0.038339354,0.038910128,0.05971054,0.043412045,0.025131909,0.0531279,0.052997448,0.039203614,0.04093311,0.064434409,0.05263041,0.054845735,0.209087625,0.401838988,0.806133628,1.349866629,1.828919053,2.287852764,2.59094286,2.336030483,1.93929708,1.349383116,0.772399604,0.355518788,0.142662302,0.050566651,0.055623226,0.039906286,0.004616184,0.038886137,0.034731641,0.027331637,0.004687531,0.021089619,-0.018245842,-0.009010402,0.014027635,-0.018231522,-0.004490912,0.006914353,-0.006721452,0.007153021,-0.045843873,-0.002097568,-0.036702156,-0.018291885,-0.02056348,-0.025171105,-0.015910592,-0.011225989,0.004814496,-0.025154177,-0.045860723,-0.015969917,-0.015969388,-0.013567745,0.023460919,0.015987849,-0.025172116,-0.004445514,-0.039021377,-0.027471019,-0.025180241,0.009407831,-0.029795757,-0.011301564,-0.015897185,-0.043708436
