Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L224_1m_june29_22_EM_270.00,L224_1m_june29_22_EM_272.00,L224_1m_june29_22_EM_274.00,L224_1m_june29_22_EM_276.00,L224_1m_june29_22_EM_278.00,L224_1m_june29_22_EM_280.00,L224_1m_june29_22_EM_282.00,L224_1m_june29_22_EM_284.00,L224_1m_june29_22_EM_286.00,L224_1m_june29_22_EM_288.00,L224_1m_june29_22_EM_290.00,L224_1m_june29_22_EM_292.00,L224_1m_june29_22_EM_294.00,L224_1m_june29_22_EM_296.00,L224_1m_june29_22_EM_298.00,L224_1m_june29_22_EM_300.00,L224_1m_june29_22_EM_302.00,L224_1m_june29_22_EM_304.00,L224_1m_june29_22_EM_306.00,L224_1m_june29_22_EM_308.00,L224_1m_june29_22_EM_310.00,L224_1m_june29_22_EM_312.00,L224_1m_june29_22_EM_314.00,L224_1m_june29_22_EM_316.00,L224_1m_june29_22_EM_318.00,L224_1m_june29_22_EM_320.00,L224_1m_june29_22_EM_322.00,L224_1m_june29_22_EM_324.00,L224_1m_june29_22_EM_326.00,L224_1m_june29_22_EM_328.00,L224_1m_june29_22_EM_330.00,L224_1m_june29_22_EM_332.00,L224_1m_june29_22_EM_334.00,L224_1m_june29_22_EM_336.00,L224_1m_june29_22_EM_338.00,L224_1m_june29_22_EM_340.00,L224_1m_june29_22_EM_342.00,L224_1m_june29_22_EM_344.00,L224_1m_june29_22_EM_346.00,L224_1m_june29_22_EM_348.00,L224_1m_june29_22_EM_350.00,L224_1m_june29_22_EM_352.00,L224_1m_june29_22_EM_354.00,L224_1m_june29_22_EM_356.00,L224_1m_june29_22_EM_358.00,L224_1m_june29_22_EM_360.00,L224_1m_june29_22_EM_362.00,L224_1m_june29_22_EM_364.00,L224_1m_june29_22_EM_366.00,L224_1m_june29_22_EM_368.00,L224_1m_june29_22_EM_370.00,L224_1m_june29_22_EM_372.00,L224_1m_june29_22_EM_374.00,L224_1m_june29_22_EM_376.00,L224_1m_june29_22_EM_378.00,L224_1m_june29_22_EM_380.00,L224_1m_june29_22_EM_382.00,L224_1m_june29_22_EM_384.00,L224_1m_june29_22_EM_386.00,L224_1m_june29_22_EM_388.00,L224_1m_june29_22_EM_390.00,L224_1m_june29_22_EM_392.00,L224_1m_june29_22_EM_394.00,L224_1m_june29_22_EM_396.00,L224_1m_june29_22_EM_398.00,L224_1m_june29_22_EM_400.00,L224_1m_june29_22_EM_402.00,L224_1m_june29_22_EM_404.00,L224_1m_june29_22_EM_406.00,L224_1m_june29_22_EM_408.00,L224_1m_june29_22_EM_410.00,L224_1m_june29_22_EM_412.00,L224_1m_june29_22_EM_414.00,L224_1m_june29_22_EM_416.00,L224_1m_june29_22_EM_418.00,L224_1m_june29_22_EM_420.00,L224_1m_june29_22_EM_422.00,L224_1m_june29_22_EM_424.00,L224_1m_june29_22_EM_426.00,L224_1m_june29_22_EM_428.00,L224_1m_june29_22_EM_430.00,L224_1m_june29_22_EM_432.00,L224_1m_june29_22_EM_434.00,L224_1m_june29_22_EM_436.00,L224_1m_june29_22_EM_438.00,L224_1m_june29_22_EM_440.00,L224_1m_june29_22_EM_442.00,L224_1m_june29_22_EM_444.00,L224_1m_june29_22_EM_446.00,L224_1m_june29_22_EM_448.00,L224_1m_june29_22_EM_450.00,L224_1m_june29_22_EM_452.00,L224_1m_june29_22_EM_454.00,L224_1m_june29_22_EM_456.00,L224_1m_june29_22_EM_458.00,L224_1m_june29_22_EM_460.00,L224_1m_june29_22_EM_462.00,L224_1m_june29_22_EM_464.00,L224_1m_june29_22_EM_466.00,L224_1m_june29_22_EM_468.00,L224_1m_june29_22_EM_470.00,L224_1m_june29_22_EM_472.00,L224_1m_june29_22_EM_474.00,L224_1m_june29_22_EM_476.00,L224_1m_june29_22_EM_478.00,L224_1m_june29_22_EM_480.00,L224_1m_june29_22_EM_482.00,L224_1m_june29_22_EM_484.00,L224_1m_june29_22_EM_486.00,L224_1m_june29_22_EM_488.00,L224_1m_june29_22_EM_490.00,L224_1m_june29_22_EM_492.00,L224_1m_june29_22_EM_494.00,L224_1m_june29_22_EM_496.00,L224_1m_june29_22_EM_498.00,L224_1m_june29_22_EM_500.00,L224_1m_june29_22_EM_502.00,L224_1m_june29_22_EM_504.00,L224_1m_june29_22_EM_506.00,L224_1m_june29_22_EM_508.00,L224_1m_june29_22_EM_510.00,L224_1m_june29_22_EM_512.00,L224_1m_june29_22_EM_514.00,L224_1m_june29_22_EM_516.00,L224_1m_june29_22_EM_518.00,L224_1m_june29_22_EM_520.00,L224_1m_june29_22_EM_522.00,L224_1m_june29_22_EM_524.00,L224_1m_june29_22_EM_526.00,L224_1m_june29_22_EM_528.00,L224_1m_june29_22_EM_530.00,L224_1m_june29_22_EM_532.00,L224_1m_june29_22_EM_534.00,L224_1m_june29_22_EM_536.00,L224_1m_june29_22_EM_538.00,L224_1m_june29_22_EM_540.00,L224_1m_june29_22_EM_542.00,L224_1m_june29_22_EM_544.00,L224_1m_june29_22_EM_546.00,L224_1m_june29_22_EM_548.00,L224_1m_june29_22_EM_550.00,L224_1m_june29_22_EM_552.00,L224_1m_june29_22_EM_554.00,L224_1m_june29_22_EM_556.00,L224_1m_june29_22_EM_558.00,L224_1m_june29_22_EM_560.00,L224_1m_june29_22_EM_562.00,L224_1m_june29_22_EM_564.00,L224_1m_june29_22_EM_566.00,L224_1m_june29_22_EM_568.00,L224_1m_june29_22_EM_570.00,L224_1m_june29_22_EM_572.00,L224_1m_june29_22_EM_574.00,L224_1m_june29_22_EM_576.00,L224_1m_june29_22_EM_578.00,L224_1m_june29_22_EM_580.00,L224_1m_june29_22_EM_582.00,L224_1m_june29_22_EM_584.00,L224_1m_june29_22_EM_586.00,L224_1m_june29_22_EM_588.00,L224_1m_june29_22_EM_590.00,L224_1m_june29_22_EM_592.00,L224_1m_june29_22_EM_594.00,L224_1m_june29_22_EM_596.00,L224_1m_june29_22_EM_598.00,L224_1m_june29_22_EM_600.00
425,-0.071726315,-0.073877148,-0.089384809,-0.079188719,-0.070289202,-0.112008542,-0.108568981,-0.110364407,-0.10507945,-0.101622276,-0.118721791,-0.123920925,-0.09990634,-0.125631139,-0.118892938,-0.101616926,-0.122058094,-0.093066394,-0.103338748,-0.118564799,-0.121753208,-0.103288069,-0.101621822,-0.103303134,-0.10162399,-0.076006293,-0.069193862,-0.071067557,-0.037808783,-0.057168081,-0.062025338,-0.049928229,-0.040032249,-0.058865126,-0.065523118,-0.039840199,-0.069243826,-0.082599312,-0.074282922,-0.050363246,-0.067370534,-0.030988708,-0.067320593,-0.043603972,-0.033096917,-0.01984188,-0.036861941,-0.053685416,-0.039976578,-0.056952491,-0.055299405,-0.050060689,-0.036814213,-0.034411684,-0.007869601,-0.041193027,-0.048277892,-0.041193027,-0.011880606,-0.039801002,-0.005605705,-0.006064452,0.007424906,-0.013839081,0.020793721,0.066258669,0.064786866,0.047250763,0.133974388,0.195226565,0.246915087,0.441075683,0.581541717,0.812742829,2.676719189,17.09106827,64.29647064,129.7790527,133.913681,77.36716461,26.88720703,4.921194077,1.246185422,0.944001198,0.86312288,0.826049924,0.804191113,0.7459566,0.8052665,0.802395582,0.817198038,1.032615781,1.020685673,1.062716603,1.105454445,1.019903064,1.089752674,1.205027461,1.198410153,1.30662322,1.348558068,1.349913597,1.372885346,1.473853111,1.487722754,1.645518661,1.648268223,1.811742425,2.149966478,2.753558397,3.213926077,3.950344563,4.340967655,4.575348377,4.366719246,3.867921591,3.028130054,2.462722778,1.960242629,1.777672768,1.902763963,1.702418804,1.707106709,1.682198286,1.661486983,1.571636438,1.513360023,1.489009023,1.439028263,1.485519409,1.453523993,1.397373199,1.430801749,1.365039945,1.267577648,1.187145352,1.171509504,1.178324819,1.148787379,1.088845253,1.020742297,1.080260038,0.908794165,1.009695172,0.81144613,0.920232534,0.822751343,0.824000776,0.810233533,0.736751199,0.675279498,0.612673044,0.593018532,0.564035714,0.568223834,0.614309132,0.573680162,0.525633752,0.461683333,0.465039372,0.447058082,0.363910794,0.382031202,0.349480391,0.325911105,0.320080936
430,-0.074756071,-0.061339837,-0.095383674,-0.109005354,-0.081739381,-0.131495073,-0.090902641,-0.079544254,-0.11108467,-0.102129951,-0.093219377,-0.106586754,-0.095462032,-0.086600445,-0.139827564,-0.077695072,-0.093348332,-0.126608491,-0.091054589,-0.093265794,-0.110871203,-0.082382925,-0.08664383,-0.108764209,-0.082051113,-0.059896473,-0.075542837,-0.084546708,-0.079998709,-0.042245165,-0.070704997,-0.073173016,-0.073148519,-0.064324297,-0.080051504,-0.055401865,-0.052892715,-0.06443584,-0.060141306,-0.034651726,-0.050534151,-0.046390697,-0.060190268,-0.028645419,-0.055801407,-0.042753182,-0.044526156,-0.05543986,-0.031271249,-0.059854984,-0.040161781,-0.053428784,-0.020152867,-0.013710111,0.017191231,0.001761451,-0.028737023,-0.043535538,-0.02418521,0.007261157,0.00309895,0.002511613,-0.009929731,0.015749708,0.012676857,0.05396761,0.008736774,0.049410254,0.059296474,0.081274554,0.216498211,0.319839597,0.469026804,0.503939629,0.465595365,0.637075126,1.298374891,8.205385208,41.06086731,101.2329788,132.6710205,98.42674255,46.58335495,9.962928772,1.785873055,1.011776805,0.88417846,0.759631157,0.7785936,0.797815204,0.806805968,0.776467562,0.786794245,0.854745507,0.963960886,0.87834686,0.926488042,1.012597561,0.997041941,0.9528687,1.055245399,1.200022221,1.154926062,1.254974246,1.344584465,1.336289406,1.279104233,1.411273956,1.5100981,1.538570404,1.677949429,1.914117455,2.294271708,2.779486418,3.323123693,3.688478708,4.09647131,3.837613583,3.521248341,2.921850681,2.235180616,1.893148899,1.655367255,1.539629936,1.421405315,1.47778666,1.502579927,1.324840188,1.307486534,1.371804595,1.339200974,1.256859541,1.238487124,1.14023757,1.112691402,1.103571415,1.048383713,1.061929345,0.983614922,1.026621342,1.062049747,1.032799482,0.857318521,0.865853488,0.822533965,0.852847636,0.774647892,0.711302459,0.708675206,0.757768035,0.618687153,0.586506486,0.577383637,0.580528021,0.56166625,0.484001935,0.553753614,0.497512817,0.433252871,0.426722586,0.414579868,0.38121146,0.340529144,0.385450244,0.332325816,0.327822804
435.0700073,-0.112031549,-0.09512756,-0.082969859,-0.083338805,-0.09990634,-0.097504094,-0.097545631,-0.092753604,-0.09990634,-0.074130066,-0.081019305,-0.095162056,-0.095155463,-0.090423644,-0.073912732,-0.111693397,-0.078873731,-0.083544284,-0.090615489,-0.085874371,-0.09523771,-0.092951335,-0.085961968,-0.102242529,-0.116294064,-0.033938773,-0.043722883,-0.069595605,-0.114027008,-0.059924215,-0.071445435,-0.062214404,-0.083493605,-0.097560152,-0.076527707,-0.057463221,-0.062404789,-0.081061035,-0.067254499,-0.040726058,-0.081126958,-0.095205203,-0.062245015,-0.057523679,-0.08814241,-0.069509499,-0.053200938,-0.076513484,-0.041112691,-0.050700314,-0.053199518,-0.052929312,-0.041020043,-0.052830014,-0.027065262,-0.024404727,-0.028856531,-0.062011048,-0.043451425,-0.021801867,-0.021874264,-0.028942913,-0.043173581,0.013486542,0.006751731,-0.012325123,-0.006775126,0.006389692,0.024590679,0.039630309,0.088896245,0.14205946,0.226238415,0.273511052,0.28233397,0.312723398,0.382151067,0.52844137,0.666136622,2.654489994,14.78161716,54.74074554,120.4402542,117.9399948,71.07565308,25.26158333,5.322033882,1.260796905,1.059762716,0.817514181,0.699741125,0.759732366,0.802856565,0.698064685,0.795321643,0.701208651,0.696608424,0.856170416,0.906317711,0.826580763,0.997831702,0.936813235,0.998956084,1.082231641,1.071641803,1.159127712,1.219345689,1.260653734,1.220550776,1.247764707,1.294300318,1.251601934,1.386029482,1.375717998,1.533497214,1.816741586,2.424515247,2.899847746,3.315030336,3.555684566,3.598971367,3.456544638,3.039241314,2.439644575,1.765869379,1.582880259,1.368943453,1.232506156,1.278680086,1.268105149,1.178302169,1.142448664,1.175918102,1.15244031,1.076518059,1.0340482,1.076301813,1.015969634,0.90679574,0.948387742,0.825439692,0.820037603,0.799500644,0.800979853,0.797982574,0.698337972,0.636815786,0.725765347,0.670933902,0.654393435,0.544595063,0.573731482,0.509617627,0.557742894,0.516253829,0.432428956,0.435371995,0.400125086,0.451311588,0.398071468,0.367041886,0.41225338,0.371226847,0.294279456,0.335519552,0.284637809
440,-0.074916735,-0.06891191,-0.075169399,-0.111058392,-0.088741116,-0.066475615,-0.093358248,-0.117556758,-0.080029398,-0.073745623,-0.119600251,-0.095503934,-0.077867918,-0.113130003,-0.093361266,-0.102111384,-0.114989944,-0.102089979,-0.106419273,-0.102081008,-0.075893328,-0.097760126,-0.078214176,-0.121847138,-0.089056894,-0.108666644,-0.071224347,-0.078081906,-0.082372017,-0.084714212,-0.10209845,-0.095504135,-0.069249563,-0.08255133,-0.086838484,-0.056231353,-0.078018129,-0.073560163,-0.091209948,-0.058250085,-0.048030041,-0.031930886,-0.069433197,-0.058482405,-0.049662441,-0.062894784,-0.071579456,-0.042775284,-0.042738982,-0.07563059,-0.069057308,-0.060388718,-0.056094922,-0.018606246,-0.03813573,-0.044902898,-0.044836622,-0.086755827,-0.060346249,-0.059772294,-0.057634331,-0.029573731,-0.051212765,-0.044870205,-0.042606696,-0.051406208,-0.040495694,0.004060321,0.01055453,0.025491297,0.041549817,0.07933411,0.060404971,0.105586886,0.128166333,0.128892884,0.155105963,0.24807559,0.281101108,0.371995807,0.433371067,0.885276496,5.926304817,31.43029022,82.89347839,120.0840225,104.0136719,48.64239502,10.97754002,1.725558996,0.941993713,0.843481719,0.656901717,0.663366377,0.728592277,0.654512048,0.655895948,0.703339815,0.700902343,0.683437467,0.802697122,0.834139943,0.84657222,0.904611826,0.847241938,0.973861337,0.958464622,0.995859623,1.090810895,0.95689857,1.086675644,1.110912085,1.133740783,1.189329743,1.087555408,1.193058252,1.230153561,1.532776833,1.609573483,1.886812925,2.337189436,2.689335346,2.965933561,3.221191645,3.194498301,2.81120348,2.247470617,1.855085254,1.434619427,1.295188427,1.193416238,1.127188206,1.100057125,1.05855453,1.014780164,0.964963436,0.958458662,0.967567563,0.850374579,0.891167462,0.809989929,0.784021199,0.795130134,0.783166945,0.679143369,0.702176511,0.743690372,0.635497868,0.577354848,0.567177594,0.583953738,0.522291303,0.483553231,0.435085654,0.459655464,0.400433064,0.463296354,0.443548262,0.33770746,0.348175704,0.383721411,0.386420906,0.340750396,0.292214632,0.223695919,0.308102846
445,-0.085194461,-0.087422125,-0.085142396,-0.114393815,-0.083140299,-0.072788715,-0.101971798,-0.091635279,-0.09990634,-0.077367708,-0.091720089,-0.095819958,-0.097843491,-0.09990634,-0.07508418,-0.06888596,-0.103977852,-0.075336166,-0.115994662,-0.112119384,-0.093788676,-0.067486435,-0.108073324,-0.081454985,-0.087629423,-0.091750301,-0.118291512,-0.077324539,-0.09990634,-0.087574363,-0.089536853,-0.089595236,-0.062924929,-0.083537355,-0.054641273,-0.061376948,-0.093725957,-0.054773968,-0.073264323,-0.083473161,-0.073307112,-0.052511413,-0.067377493,-0.077504404,-0.085618295,-0.065637395,-0.046420943,-0.054801267,-0.062855884,-0.040336557,-0.060804289,-0.067099288,-0.075126007,-0.101975679,-0.07708396,-0.060513079,-0.0609609,-0.023700483,-0.085483313,-0.029997841,-0.023980409,-0.031511992,-0.056716725,-0.052590486,-0.054025885,-0.042493641,-0.02595111,-0.030009486,-0.020797193,-0.007316984,-0.023276396,-0.027962267,0.015387841,0.004605278,0.043028399,0.064061686,0.085636795,0.091948807,0.09165372,0.164707944,0.275993764,0.186694548,0.358921945,0.506788194,2.133991241,14.08473873,53.87276077,99.08524323,122.3611221,73.32023621,27.03907967,5.16955328,1.185728788,0.880971551,0.734110117,0.590701461,0.663092315,0.598183811,0.608346701,0.600764632,0.630342603,0.673856795,0.663698733,0.837850332,0.784686863,0.826497614,0.785153866,0.939718843,0.972036242,0.907527328,0.952554822,0.947121024,0.958554387,1.04780066,0.958168149,0.944824815,1.070303917,1.079779387,1.129606843,1.119953394,1.114318848,1.348561168,1.592616677,1.952471137,2.37217021,2.700291872,2.955081224,2.873851061,2.650764465,2.233329535,1.901126981,1.455061197,1.198246121,1.066071749,0.946024895,0.988685012,0.900449514,0.844101667,0.89339143,0.863402247,0.702844322,0.781906366,0.707935214,0.717959821,0.717015386,0.607956052,0.59045738,0.613182247,0.549427152,0.578322709,0.513630748,0.51944536,0.508449137,0.486964762,0.390015543,0.430692554,0.405910552,0.38375175,0.356782615,0.381908715,0.328420341,0.268835723,0.286210716,0.257785499,0.267920792,0.294446826
450,-0.086947881,-0.067956708,-0.091299467,-0.093532965,-0.112679474,-0.097795501,-0.097787052,-0.110522166,-0.0893718,-0.09149687,-0.104111545,-0.108279586,-0.101978578,-0.093558341,-0.112553604,-0.106193483,-0.09990634,-0.104068384,-0.095741473,-0.085368983,-0.118468247,-0.104079641,-0.072810419,-0.083217144,-0.095740505,-0.09990634,-0.078907028,-0.083297566,-0.066364981,-0.104102515,-0.064375982,-0.106197983,-0.083252549,-0.076913223,-0.089512259,-0.087464973,-0.072596736,-0.083073765,-0.066546597,-0.114689492,-0.114548393,-0.068704247,-0.066445082,-0.052074078,-0.05846132,-0.072687879,-0.053730149,-0.043703996,-0.057954311,-0.066474035,-0.093568482,-0.062497448,-0.068532944,-0.045478307,-0.04545277,-0.034374297,-0.070673779,-0.06205336,-0.037094764,-0.058015209,-0.064324662,-0.049465511,-0.060089499,-0.057898801,-0.035125837,-0.057718389,-0.04100287,-0.034678884,-0.042990904,-0.034675181,-0.013620891,0.000414059,-0.028237775,-0.003591634,0.006513931,0.025669202,0.004188545,0.102592111,0.087844387,0.138020441,0.071629226,0.085675806,0.139403448,0.233233854,0.326037824,0.410893738,0.929295421,5.157915592,38.52114487,93.87342834,125.4905777,106.2509232,40.24360275,9.36356163,1.651802897,0.771366715,0.664297402,0.691913724,0.687865436,0.521494746,0.525728106,0.515455127,0.567643583,0.60784173,0.74459213,0.717020571,0.73374325,0.736512542,0.869207859,0.858603895,0.824565411,0.781405509,0.876686573,0.864058316,0.943190336,0.910781384,0.926772714,0.915854454,0.97620523,0.90444994,1.016267657,0.878256321,1.016081333,1.06399405,1.141126275,1.335096955,1.64262259,2.046487093,2.296164751,2.590240479,2.47739172,2.51437211,2.242916346,1.946673274,1.421977758,1.103978395,0.930196285,0.826630771,0.785271406,0.771421373,0.695408404,0.769554496,0.621289968,0.638712168,0.614142179,0.589850545,0.56670481,0.535380781,0.540472329,0.509962738,0.441538155,0.472745836,0.411091566,0.395822942,0.426300406,0.366575658,0.368920803,0.30487299,0.373833179,0.339109004,0.294930041,0.274805367,0.30449003,0.26758337,0.276032746,0.208680287
455,-0.126459643,-0.092054442,-0.097275048,-0.063549027,-0.089460075,-0.089523256,-0.094726749,-0.115442336,-0.115303151,-0.071904123,-0.104995266,-0.077007793,-0.076918006,-0.097325996,-0.107535638,-0.076918893,-0.094852783,-0.074519381,-0.104956068,-0.089847624,-0.077475429,-0.087238491,-0.076932386,-0.094826885,-0.081973851,-0.112631679,-0.084660113,-0.087217338,-0.117814191,-0.09990634,-0.102445766,-0.064176925,-0.102440074,-0.087201022,-0.067032903,-0.117868692,-0.105016232,-0.092254393,-0.09990634,-0.089614011,-0.079455711,-0.09990634,-0.074728146,-0.072252862,-0.044182628,-0.056895152,-0.038936924,-0.054165568,-0.049225699,-0.09227176,-0.043973379,-0.059007276,-0.079475924,-0.069439746,-0.084609345,-0.03053131,-0.08453922,-0.036652029,-0.064191878,-0.07689926,-0.051127732,-0.054031391,-0.079444051,-0.035985865,0.014701292,-0.02112636,-0.017842643,-0.023467377,-0.059127774,-0.025729574,-0.02875638,-0.006039403,0.011704482,0.02179566,0.019380577,0.044721499,0.036875576,0.087783262,0.065954894,0.069972381,0.031867668,0.093203709,0.120289966,0.096002176,0.159950569,0.221518949,0.276272953,0.42693603,0.671782553,2.890437603,17.48861313,78.10703278,104.5362396,112.2864304,60.1740036,19.07878304,3.299485922,0.94827199,0.721259952,0.648082376,0.667359054,0.559469283,0.471961319,0.589092612,0.564516842,0.626029193,0.640611291,0.62243402,0.727545977,0.695427001,0.705362499,0.741311312,0.758013606,0.71208477,0.761493683,0.777569771,0.823046088,0.880081117,0.757301867,0.806716502,0.896275759,0.840963066,0.82820195,0.869274199,0.818886518,0.899387062,0.929526925,1.005043745,1.112345934,1.339810252,1.759664416,1.885092497,2.10668087,2.419138908,2.259660244,2.095770597,1.764335752,1.453332663,1.103171706,0.832610607,0.785153747,0.705179632,0.66441524,0.59068054,0.600630581,0.642365038,0.627564132,0.539919436,0.48791939,0.47484982,0.462053478,0.439775467,0.355982602,0.372271597,0.353507876,0.336532235,0.291528881,0.378309667,0.332684875,0.324157238,0.242088333,0.324652791,0.237719551,0.259923577,0.201764926,0.230092302
460,-0.063734397,-0.085619234,-0.073733121,-0.083342806,-0.095154822,-0.071411781,-0.092737727,-0.121358097,-0.102222025,-0.106903523,-0.106915586,-0.104553029,-0.085861661,-0.076360472,-0.097557262,-0.092907086,-0.097596265,-0.09990634,-0.09759514,-0.092951752,-0.092990585,-0.067544326,-0.0975857,-0.113870546,-0.095242664,-0.081276953,-0.10919793,-0.10455437,-0.078778386,-0.097584873,-0.090614475,-0.078905195,-0.062492304,-0.055553816,-0.097585358,-0.090629213,-0.114018112,-0.116358265,-0.086038411,-0.081163205,-0.088238135,-0.08598952,-0.083806209,-0.092936404,-0.08142513,-0.081334338,-0.074270159,-0.051092401,-0.048898235,-0.076504022,-0.074146904,-0.095217064,-0.069529101,-0.074342661,-0.060140815,-0.057812989,-0.097579867,-0.053118665,-0.095206,-0.097564049,-0.06250184,-0.0531861,-0.069552153,-0.060276806,-0.027264111,-0.050831288,-0.050369158,-0.036753468,-0.031598397,0.007193193,-0.004042059,-0.011727422,-0.032183349,-0.058307946,-0.022951692,-0.020960495,-0.035203256,0.029694796,0.024956658,-0.011326812,0.029554576,0.046761513,0.035315126,0.063549191,0.065571308,0.09526594,0.157502785,0.16393061,0.292456269,0.381485999,0.502246618,1.293364644,5.530542374,31.11591911,84.06687927,108.4404984,91.52185822,46.60866928,8.47586441,1.43024087,0.783572376,0.605123818,0.695054293,0.581068516,0.61573863,0.546460807,0.606508911,0.616842806,0.661572576,0.553161323,0.539130509,0.512715042,0.627917469,0.702637732,0.719964027,0.645890236,0.698431313,0.668402553,0.771680653,0.754308462,0.72369653,0.771416008,0.709983528,0.756331384,0.776739419,0.801642656,0.686853945,0.728080511,0.679411173,0.812060177,0.693426907,0.895365536,1.074937701,1.324529052,1.528894424,1.743590474,1.949198127,2.0622859,2.054901361,1.649579406,1.538832545,1.084853888,0.841422856,0.71295017,0.520830452,0.536056817,0.565355897,0.511817515,0.445972979,0.46285814,0.348218024,0.38710326,0.365751386,0.280313015,0.315980554,0.327233911,0.312863231,0.294342279,0.3183676,0.214360699,0.260834873,0.224244252,0.212004498,0.236274883,0.228063241,0.156743422
465,-0.070499077,-0.051023882,-0.122901186,-0.11696852,-0.094163194,-0.068316385,-0.097059056,-0.085666642,-0.094271921,-0.077534728,-0.057999406,-0.122558258,-0.09990634,-0.077212527,-0.108384386,-0.09146712,-0.09436366,-0.125180706,-0.102676213,-0.094327495,-0.080428675,-0.144619554,-0.088744938,-0.077621967,-0.113928676,-0.072015993,-0.074863069,-0.086053237,-0.088719003,-0.03590367,-0.111084491,-0.088604316,-0.091460302,-0.069055468,-0.07477545,-0.0886897,-0.102723703,-0.08299607,-0.049946308,-0.060623202,-0.122365505,-0.069580339,-0.064026453,-0.105410784,-0.060834683,-0.063613363,-0.046799302,-0.091461986,-0.029780313,-0.080189362,-0.068718985,-0.080123164,-0.094335668,-0.0604112,-0.083152503,-0.088574544,-0.063253067,-0.066201508,-0.057975277,-0.063551351,-0.040493675,-0.035358526,-0.063359715,-0.016198412,-0.060505237,-0.038246632,-0.046649992,-0.032587998,0.015325963,0.039911956,0.031982392,0.067800105,-0.012988098,-0.02463641,0.022097632,0.028604671,-0.022101112,0.011354662,-0.003286116,-0.005661905,0.030546293,0.022848159,-0.002748623,0.070291236,0.005015314,0.091392606,0.075317562,0.082115933,0.145480096,0.222920284,0.206812188,0.426699936,0.358398914,0.718301296,3.202874422,16.48131561,61.24139786,103.339119,99.88398743,60.47169876,18.79805565,3.179289579,0.892201126,0.685799301,0.563658178,0.597254694,0.552170217,0.657669425,0.538248718,0.525836051,0.595877111,0.641301513,0.561302841,0.475494742,0.530891538,0.529605269,0.562247694,0.656437397,0.618842542,0.611472428,0.617491543,0.570923924,0.609649658,0.675534368,0.672034681,0.641859531,0.66876328,0.528250039,0.602910519,0.60353893,0.649897873,0.626785457,0.666176498,0.64707309,0.694513321,0.855187595,1.040666461,1.306178093,1.41968143,1.739264965,1.864593863,1.666544914,1.604419589,1.369844317,0.994755507,0.804661751,0.631575763,0.507703304,0.511963904,0.423114955,0.403827369,0.381450176,0.327972591,0.316646934,0.343797088,0.301974714,0.30469501,0.26019752,0.284555793,0.220815673,0.273877501,0.220153347,0.203517035,0.139068857,0.182273969,0.145486325
470,-0.071972698,-0.082477391,-0.055169307,-0.110197015,-0.09990634,-0.1205955,-0.103387594,-0.086434335,-0.093102112,-0.062590376,-0.123281904,-0.106632173,-0.116762586,-0.106729575,-0.123519167,-0.079621129,-0.089867592,-0.069688573,-0.086566962,-0.120085806,-0.093237743,-0.073271811,-0.113369048,-0.12012054,-0.123454116,-0.093175985,-0.147064239,-0.089933634,-0.045818664,-0.076368704,-0.056365754,-0.11005567,-0.073062778,-0.083054811,-0.086503446,-0.10660442,-0.076291919,-0.069441855,-0.056137063,-0.09990634,-0.049496677,-0.093212768,-0.069907241,-0.093208551,-0.09990634,-0.03343863,-0.059476979,-0.076294787,-0.043154549,-0.052868232,-0.059570748,-0.021637239,-0.06274832,-0.038736776,-0.049114842,-0.039004795,-0.063010305,-0.066423669,-0.089627124,-0.063219987,-0.089838989,-0.106701918,-0.06271717,-0.069539607,-0.042659957,-0.079723619,-0.042627748,-0.07295534,0.011500359,0.013865016,0.060797542,0.107969478,0.081880018,0.017037489,0.003095321,0.027309909,0.016427219,-0.013271444,-0.023036994,0.009854019,0.000162706,0.011164002,-0.043162692,0.043918386,0.039466947,0.05693756,0.149090201,0.003526635,0.073778421,0.092208356,0.12512286,0.227680847,0.190785512,0.270133138,0.403765142,0.456862271,1.15471983,5.781393051,32.92751694,83.30976105,102.8304977,82.88267517,38.21377182,7.814903259,1.527109385,0.709974229,0.680395365,0.602053523,0.617439508,0.592121303,0.558005989,0.532929599,0.475631297,0.440464735,0.505054355,0.513139665,0.531062961,0.590273142,0.574875474,0.495638728,0.579608977,0.599632025,0.544483781,0.596421659,0.523241639,0.545910001,0.576609254,0.577658951,0.556565583,0.620473444,0.615434766,0.633591652,0.597581029,0.638766527,0.614685655,0.491562486,0.562206507,0.661880553,0.624625385,0.919258595,1.081314921,1.161642551,1.335564137,1.41092968,1.530410171,1.550479293,1.231647134,1.072678089,0.836388826,0.560867608,0.396317065,0.378661156,0.374263108,0.364655018,0.366441667,0.294569671,0.268900633,0.287046671,0.371356666,0.259746611,0.195398971,0.243456766,0.239353403,0.202949479,0.204287842,0.202218607
